number_of_holes,horizental_symetry,vertical_symetry,mean_vtd,stddev_vtd,mean_htd,stddev_htd,bottom_line_density,Class
1,0.9605425400739828,0.9702602230483272,1.2280701754385965,0.8241346946873847,1.5454545454545454,0.7322418368317116,0.5581395348837209,0
1,0.9726516052318668,0.9963898916967509,1.150943396226415,0.8179765469436042,1.5148514851485149,0.7295733189493515,0.6153846153846154,0
1,0.9241842610364683,0.9990029910269193,1.2575757575757576,0.790532557799946,1.5544554455445545,0.72767090809998,0.6153846153846154,0
1,1.0214888718342288,0.9924357034795764,1.267605633802817,0.7738170045554926,1.5862068965517242,0.6986815598246318,0.7017543859649122,0
1,0.9555774925962488,0.9790209790209791,1.2923076923076924,0.8047335918464904,1.5576923076923077,0.7350704751487436,0.6078431372549019,0
1,1.0417940876656473,0.9950199203187251,1.2698412698412698,0.8073522876253248,1.5765765765765767,0.7077435276291129,0.7551020408163265,0
1,0.973920130399348,1.021702838063439,1.2388059701492538,0.7802399055847167,1.5412844036697249,0.7140405384765178,0.6792452830188679,0
1,1.053941908713693,1.0,1.18,0.8497298490264601,1.4594594594594594,0.7970697910212179,0.5833333333333334,0
1,0.8902877697841727,0.9755639097744361,1.1304347826086956,0.8846517369293827,1.3529411764705883,0.8243442601090364,0.2727272727272727,0
1,0.9860335195530726,1.0314285714285714,1.0909090909090908,0.8577466915658595,1.359375,0.8236039173646594,0.6,0
1,1.31784107946027,1.1472222222222221,1.3709677419354838,0.8727922211141896,1.6036036036036037,0.7170555865263963,1.0,0
1,1.0403120936280885,1.0141206675224648,1.25,0.8156311895018088,1.556701030927835,0.7355422059744494,0.717391304347826,0
1,1.0487012987012987,1.0116896918172158,1.2166666666666666,0.8044719642367519,1.542857142857143,0.7209578488235077,0.7391304347826086,0
1,0.967966573816156,0.9748427672955975,1.3116883116883118,0.7653643827708586,1.5847457627118644,0.6958518260885581,0.6984126984126984,0
1,1.0376084860173578,0.9990539262062441,1.2753623188405796,0.7837327345131663,1.54,0.7305733185227706,0.6909090909090909,0
1,1.0834492350486786,0.9841059602649007,1.25,0.8156311895018088,1.5729166666666667,0.7362035140062072,0.6739130434782609,0
1,0.9700499168053245,0.9378068739770867,1.16,0.8417668492946421,1.4827586206896552,0.7603865137947057,0.6666666666666666,0
1,1.0729023383768914,1.0039893617021276,1.2666666666666666,0.8206377566768518,1.5625,0.7371709792385881,0.6739130434782609,0
1,1.0043499275012082,0.975702715578847,1.1506849315068493,0.7201703671260389,1.5,0.6873433966234707,0.711864406779661,0
1,0.9791099000908265,1.0027573529411764,1.25,0.7798775257845816,1.5445544554455446,0.7283509109659646,0.6851851851851852,0
1,1.1327334083239595,0.9566563467492261,1.2698412698412698,0.8073522876253248,1.5471698113207548,0.7188890300708132,1.0,0
1,1.0728323699421964,0.9878048780487805,1.2166666666666666,0.8044719642367519,1.5257731958762886,0.7372921106029743,0.6739130434782609,0
1,0.9660714285714286,0.9731182795698925,1.2352941176470589,0.774936628296359,1.5148514851485149,0.7431535694072742,0.5925925925925926,0
1,1.1062091503267975,1.0109204368174727,1.305084745762712,0.8357164444074028,1.5319148936170213,0.7434607778241511,0.6444444444444445,0
1,0.9973521624007061,1.0115555555555555,1.234375,0.7916666666666667,1.537037037037037,0.7159847271112418,0.72,0
1,1.0552677029360966,0.9669421487603306,1.1320754716981132,0.8095044982308766,1.4814814814814814,0.7923242882669809,0.6923076923076923,0
1,1.1004709576138147,1.0584615384615386,1.2678571428571428,0.8840212138254978,1.5918367346938775,0.72987408452089,0.6190476190476191,0
1,0.9630363036303631,1.0053944706675657,1.2916666666666667,0.7770928126270502,1.5793650793650793,0.6968864998339355,0.6724137931034483,0
1,0.9897100093545369,0.8991071428571429,1.2258064516129032,0.79793493384249,1.5420560747663552,0.7174427047240816,0.625,0
1,1.0175849941383353,1.005827505827506,1.1864406779661016,0.798156848106212,1.4945054945054945,0.7509050298528862,0.6888888888888889,0
1,0.9802744425385935,0.9370805369127517,1.2424242424242424,0.7856522241102721,1.5321100917431192,0.7399800715465942,0.5961538461538461,0
1,1.04281098546042,0.9015037593984963,1.2794117647058822,0.7888322795326395,1.5775862068965518,0.6997000856760363,0.6666666666666666,0
1,1.0294117647058822,0.9872,0.9318181818181818,0.7593671561249331,1.3974358974358974,0.7786058734861343,0.6333333333333333,0
1,1.0428689200329762,0.9511811023622048,1.2941176470588236,0.7928566061356167,1.5897435897435896,0.7089799150144518,0.6666666666666666,0
1,0.9960745829244357,0.9766763848396501,1.2575757575757576,0.790532557799946,1.55,0.7299508769967216,0.5769230769230769,0
1,0.9744582043343654,0.9577897160399079,1.273972602739726,0.7684810771291845,1.5446428571428572,0.721464886887493,0.6101694915254238,0
1,1.0567210567210568,1.0424382716049383,1.2837837837837838,0.7854894690795046,1.5826086956521739,0.7006589466872204,0.7166666666666667,0
1,0.9235412474849095,0.9684282772820865,1.2222222222222223,0.7731811409251497,1.5045045045045045,0.7118972585968476,0.7192982456140351,0
1,0.976592977893368,0.994750656167979,1.3,0.8887240901846738,1.5789473684210527,0.7377214397944273,0.5869565217391305,0
1,0.9653880463871544,0.998186105568656,1.408,0.69672042803316,1.6872246696035242,0.5829166501152957,0.8378378378378378,0
1,1.107079646017699,0.9941373534338358,1.2121212121212122,0.774897541915188,1.5321100917431192,0.7273596000380995,0.6923076923076923,0
1,0.9723058398555088,0.9711191335740073,1.3037974683544304,0.773842069287162,1.5905511811023623,0.6825992655140642,0.671875,0
1,1.0030546009927452,1.016141429669485,1.1666666666666667,0.6913115409034811,1.492537313432836,0.6799631641583807,0.7285714285714285,0
1,1.0394337714863497,0.9735812133072407,1.2615384615384615,0.7960237723547244,1.5257731958762886,0.7372921106029743,0.6078431372549019,0
1,0.9709626093874304,1.0307377049180328,1.0897435897435896,0.6681219547260413,1.4887218045112782,0.6810924975381683,0.703125,0
1,0.9885057471264368,0.9548022598870056,1.173913043478261,0.8512565307587486,1.4642857142857142,0.7516476451397037,0.8484848484848485,0
1,1.0188323917137476,0.921146953405018,1.127659574468085,0.8499877563464932,1.4642857142857142,0.7675093276216456,0.6666666666666666,0
1,1.0863204096561814,1.008450704225352,1.2567567567567568,0.7596107656982487,1.576271186440678,0.6968399939092194,0.6833333333333333,0
1,1.0065312046444121,0.9792412312097352,1.3098591549295775,0.785430715245275,1.564516129032258,0.6895495817952466,0.7543859649122807,0
1,0.9984126984126984,0.9780047132757266,1.0819672131147542,0.7370002706289217,1.4343434343434343,0.7306918186968662,0.7021276595744681,0
1,0.9624796084828712,0.9917218543046358,1.2753623188405796,0.7837327345131663,1.587719298245614,0.7015962017027678,0.7090909090909091,0
1,1.008888888888889,1.0829493087557605,1.1041666666666667,0.8312918255888122,1.4507042253521127,0.8069117918577186,0.47058823529411764,0
1,0.9287949921752738,0.9625796178343949,1.3013698630136987,0.7761180377517276,1.575221238938053,0.7046441570866167,0.6949152542372882,0
1,0.9902200488997555,0.9983633387888707,1.1129032258064515,0.7488754128183471,1.4343434343434343,0.7306918186968662,0.6041666666666666,0
1,1.0907780979827089,0.9661246612466124,1.3666666666666667,0.7562473883323834,1.631578947368421,0.6375055956260414,1.0,0
1,0.946078431372549,0.9295261239368166,1.1132075471698113,0.8241633836921342,1.411764705882353,0.7605467589497832,0.6410256410256411,0
1,0.9235668789808917,0.9738562091503268,1.1538461538461537,0.8718835905527257,1.5212765957446808,0.743845333158315,0.7105263157894737,0
1,1.012113055181696,0.9933333333333333,1.0317460317460319,0.6948718602747854,1.527027027027027,0.6644105970267493,0.6938775510204082,0
1,1.028657616892911,0.9606413994169096,1.2278481012658229,0.7329142232773532,1.504,0.6912354530931578,0.7538461538461538,0
1,1.1586021505376345,0.9396135265700483,1.1538461538461537,0.8256813083303349,1.52,0.7174590404667536,1.0,0
1,0.9817708333333334,0.9817708333333334,1.267605633802817,0.7738170045554926,1.5242718446601942,0.7389003513989855,0.5964912280701754,0
1,1.021891418563923,0.9768835616438356,1.1147540983606556,0.7549472532510181,1.4343434343434343,0.7445258203553723,0.6382978723404256,0
1,1.0355677154582763,1.0189959294436906,1.2037037037037037,0.8551647668587555,1.5294117647058822,0.7272065411721678,0.675,0
1,1.0356756756756758,1.0434074877916442,1.2784810126582278,0.7668903050759438,1.6102941176470589,0.668583844628686,0.625,0
1,1.05456570155902,1.0141921397379912,1.25,0.8361534203559066,1.5104166666666667,0.7397694045645741,1.0,0
1,1.0357497517378351,0.9845111326234269,1.2537313432835822,0.7851516661455916,1.5104166666666667,0.7397694045645741,0.7169811320754716,0
1,0.9722991689750693,1.0056338028169014,1.0909090909090908,0.8577466915658595,1.3384615384615384,0.83435834397089,0.6,0
1,1.1204453441295548,0.9652908067542214,1.2307692307692308,0.805629233294362,1.5555555555555556,0.7147750882559334,0.66,0
1,1.0171551107934238,0.9706703910614525,1.1428571428571428,0.7476671794188403,1.4857142857142858,0.7221001117771493,0.6727272727272727,0
1,0.9833080424886191,0.9551234106207929,1.2222222222222223,0.8120949500429766,1.598360655737705,0.6882705126652784,0.7346938775510204,0
1,0.9767750497677505,0.9966487935656837,1.3150684931506849,0.797160103965723,1.6106870229007633,0.6745085856096041,0.6610169491525424,0
1,1.001559819060989,1.005313330207845,1.4285714285714286,0.6994122455158254,1.6887966804979253,0.5761211932590818,0.7478991596638656,0
1,1.0132340777502067,0.9934479934479934,1.2352941176470589,0.774936628296359,1.5462962962962963,0.7154406427211013,0.6481481481481481,0
1,1.0187290969899665,0.9635653871177619,1.32,0.7911674575878017,1.6031746031746033,0.6821069133719737,0.8032786885245902,0
1,0.9688922610015175,1.0069605568445477,1.2463768115942029,0.774706720626459,1.5689655172413792,0.7129136532999416,0.6545454545454545,0
1,1.0203252032520325,0.9213917525773195,1.2622950819672132,0.8144863277809373,1.5625,0.7371709792385881,0.6595744680851063,0
